,exercise_label,right_elbow_angle,left_elbow_angle,right_shoulder_angle,left_shoulder_angle,right_hip_angle,left_hip_angle,right_knee_angle,left_knee_angle
0,Push-up,"(2.0933747497034996, 2.0944871364334143, 2.096374441228379, 2.100180616403725, 2.1064684636420257, 2.1152731240944096, 2.1254959914606992, 2.1343386914900773, 2.1421885466055013, 2.1534293865338587, 2.169144746056775, 2.1888187202776765, 2.215724696096846, 2.239107833549622, 2.256155015148569, 2.2711760380614323, 2.272298177106458, 2.2674450891713462, 2.2515561263780683, 2.232887984789977, 2.2150720961528476, 2.1947740618761373, 2.174799118122277, 2.1636088596274217, 2.155301126035476, 2.145234020852136, 2.136918596701207, 2.1264279665234205, 2.116273245197141, 2.1093478441382967, 2.105330037587864, 2.102501648021945, 2.101838417255076, 2.10210676729362, 2.105137134548213, 2.11118726468015, 2.119681747881805, 2.1294236294607054, 2.1378060207896334, 2.1477578395404615, 2.163847431027719, 2.18479669283704, 2.21008880782571, 2.2383803839382344, 2.2613326969122887, 2.2862578113224705, 2.3069035449984985, 2.3181747699737736, 2.3217721228404655, 2.313511121301793)","(2.0863766066471623, 2.0877184123822237, 2.090476273214101, 2.0953680079175365, 2.1013244700072917, 2.110776688610031, 2.1220530334903027, 2.1319553649446497, 2.1388254950419148, 2.1481582498960514, 2.1617954878750307, 2.1778626270491497, 2.199123298193385, 2.216225349922807, 2.227345882574571, 2.2361765079048426, 2.237646373993473, 2.232208492745508, 2.2195567926860686, 2.204960721724414, 2.1919618128940446, 2.177389961934659, 2.161992712147169, 2.152062118206606, 2.14232368138341, 2.129573751186567, 2.1188948847090314, 2.1067129119950168, 2.095501906308609, 2.084714356312076, 2.078368459328375, 2.075533235590204, 2.074712279737552, 2.075186780427608, 2.079943869590801, 2.0868907466518394, 2.0966380252753853, 2.107806050731832, 2.1190395698756688, 2.1320845567581013, 2.150269852630175, 2.1713766876054854, 2.192505696682045, 2.2160652626411084, 2.2338036595507282, 2.2534313463157094, 2.2697147741239942, 2.2753123582765653, 2.275901222159022, 2.2683128026965704)","(1.1135245220312726, 1.1132089939715368, 1.111526062406649, 1.1084875712170636, 1.1041085757825724, 1.0971561564724859, 1.0886632472837021, 1.0806045776833322, 1.0725651039094297, 1.061385211347318, 1.042747449454345, 1.0141596660530396, 1.007232861141472, 1.0072380956822724, 1.017491663763213, 1.0278402516991887, 1.0309018537357841, 1.0249351084828473, 1.0228088584915054, 1.0308453953805359, 1.0435060206563729, 1.0622482749971067, 1.0860664295024236, 1.098521848634557, 1.1061573948282444, 1.114870076067103, 1.1218075829564025, 1.1303229343424461, 1.1381393963199276, 1.1448589623844228, 1.1486522455711157, 1.1506957079839504, 1.1513363303476558, 1.1512001811413584, 1.1488352271242377, 1.1441685229195875, 1.1381221270313322, 1.1300324126291346, 1.122387858518443, 1.113307871488641, 1.0921085475063201, 1.0507500032707298, 1.0258336152356897, 1.0117891168935242, 1.0045673913465087, 1.0007545145660997, 1.0053320424922838, 1.0190416547406633, 1.0191520776846863, 1.0057382625833935)","(1.0587431140815182, 1.0582427938798844, 1.0568494683467695, 1.0541676472818948, 1.0506365009205734, 1.0443445545053338, 1.0366093955857518, 1.0294645704119145, 1.0245928537698163, 1.0178679451024475, 1.0062924346935629, 0.978955719672094, 0.970384108974021, 0.9672343590613971, 0.9756196186281157, 0.9831116730097017, 0.9854131770933212, 0.9768160207793632, 0.9767937831965665, 0.98584808635017, 0.999286020073105, 1.0171228355326742, 1.0406696361266268, 1.0493074293456388, 1.0562851874430204, 1.0653240531867307, 1.0730986609300819, 1.0820141885756347, 1.0900274563789731, 1.0975446905598008, 1.101977332882935, 1.103982530305102, 1.1047757121188615, 1.1048564103236782, 1.1026774812809612, 1.0982665903840645, 1.0923200244390432, 1.0852751757708614, 1.0782350675718606, 1.0698415955736107, 1.0530023977210043, 1.01034417469572, 0.9860996693212809, 0.9702089382053244, 0.9596643209733221, 0.9508638085484786, 0.9498047187663017, 0.9666729768128131, 0.9645903466954723, 0.9511660660015251)","(2.4472511989405135, 2.446614678293084, 2.44811681643997, 2.4507160959795122, 2.450100688814048, 2.447165596447421, 2.444283544804317, 2.4473762142144997, 2.4528491560850734, 2.4604837632155743, 2.483145386356262, 2.4803601456160944, 2.4724821558489434, 2.4391329642134836, 2.4029048697795785, 2.36851301314306, 2.362251418889369, 2.3626949462555618, 2.398559118607052, 2.4326749580520595, 2.446753988583628, 2.4631927824855726, 2.470561880270536, 2.443131207744863, 2.431697495723431, 2.4230878468096906, 2.411210205111098, 2.4022725366812385, 2.39484821066018, 2.3917267319919415, 2.3913313343631333, 2.3902896965666725, 2.3888689642513374, 2.3882922241402222, 2.3889223264764743, 2.387346088317517, 2.383344056245823, 2.3781603876293103, 2.3736876496105626, 2.3704973816788715, 2.3999486706200246, 2.4142253592991025, 2.4138456450247916, 2.4079545118218015, 2.3741293284864424, 2.341380564597886, 2.3080840745204805, 2.2871264454996525, 2.29768887144432, 2.325595624813709)","(2.1799027958478523, 2.1831357977041947, 2.185184815798849, 2.1846243319211918, 2.1870827098066976, 2.192604096934883, 2.208436942283122, 2.2329538805519866, 2.185908233493481, 2.1866408748512485, 2.1860098080467933, 2.149647979857465, 2.1490172423765634, 2.1036448570978803, 2.06375703439466, 2.024669752379062, 2.0238222868678037, 2.0286610543387242, 2.0664846338580456, 2.0984081376636867, 2.120656214097377, 2.160166726276659, 2.198622737241385, 2.198558560975324, 2.17144161235007, 2.1493048508721238, 2.1406858864783485, 2.1403592171165564, 2.1392759185199415, 2.1378942146674804, 2.137846193856444, 2.1382894775013503, 2.138630147009167, 2.1366506727945307, 2.1360464351919117, 2.137217707493984, 2.1484797972087075, 2.1557921055358342, 2.1514251331147642, 2.1463157252873906, 2.187709066548109, 2.2047439713497146, 2.204247296563222, 2.20609897448584, 2.16700219226624, 2.1347473989634143, 2.094994079904174, 2.0731502615826622, 2.078667801887633, 2.107626648719973)","(1.6284470349691624, 1.624740942051968, 1.6239926627554508, 1.6259482243795484, 1.6252088810506309, 1.615929430541942, 1.6044708086146677, 1.5826143379216526, 1.560541668170139, 1.547351884090903, 1.521078496850672, 1.5040719260393725, 1.4781303071140626, 1.4774616264492864, 1.4796529471390558, 1.4770553338965764, 1.4802129979279295, 1.479135432140948, 1.4801085431529193, 1.4836295831889421, 1.5077918342542673, 1.527886925877804, 1.554467237272791, 1.5880390925522017, 1.6083907328211193, 1.6294509307866432, 1.6545573750957843, 1.6758276285631215, 1.6939246249842894, 1.706282148140497, 1.7060006550020632, 1.7058167459512603, 1.7046416328392477, 1.7033770293051476, 1.702795990086808, 1.6990189758866012, 1.6928488151559056, 1.682887386396383, 1.6708496585677564, 1.6553581409085687, 1.6045762161850297, 1.5531896870402913, 1.5206185026486536, 1.4924281839726024, 1.4922269749855661, 1.4905452053121917, 1.4920297996182024, 1.493349137630525, 1.4914045496672845, 1.4903093531267864)","(1.8252095387727127, 1.828529152278278, 1.8276513017780835, 1.8251594581579866, 1.8208490525567511, 1.812452253704178, 1.7918898772361844, 1.7573880037284657, 1.80275973359441, 1.8033033058179455, 1.801762641076559, 1.80456745571893, 1.7629752566962344, 1.7686262516173825, 1.7735107203639031, 1.77861039594162, 1.7780353785042542, 1.7723105368398286, 1.7742485794035459, 1.7803589768751347, 1.793024338929986, 1.7929543921851365, 1.7963120919797428, 1.8022794136762494, 1.8340249347920414, 1.8603517948142891, 1.879005691937909, 1.888057796072517, 1.8969352788868308, 1.9061149528721206, 1.911016509184881, 1.9103450098868051, 1.9071317558247056, 1.909637738001218, 1.9125197517504193, 1.9111704828512717, 1.8982598755878797, 1.8904841466898405, 1.888169814427642, 1.8804970661756761, 1.8353998289066882, 1.797384175934561, 1.7610624057610207, 1.7205724781217184, 1.7215959688377147, 1.7139431764760489, 1.7162274134321847, 1.7190276928896515, 1.7188800040761398, 1.7196045358918417)"
1,Push-up,"(2.169144746056775, 2.1888187202776765, 2.215724696096846, 2.239107833549622, 2.256155015148569, 2.2711760380614323, 2.272298177106458, 2.2674450891713462, 2.2515561263780683, 2.232887984789977, 2.2150720961528476, 2.1947740618761373, 2.174799118122277, 2.1636088596274217, 2.155301126035476, 2.145234020852136, 2.136918596701207, 2.1264279665234205, 2.116273245197141, 2.1093478441382967, 2.105330037587864, 2.102501648021945, 2.101838417255076, 2.10210676729362, 2.105137134548213, 2.11118726468015, 2.119681747881805, 2.1294236294607054, 2.1378060207896334, 2.1477578395404615, 2.163847431027719, 2.18479669283704, 2.21008880782571, 2.2383803839382344, 2.2613326969122887, 2.2862578113224705, 2.3069035449984985, 2.3181747699737736, 2.3217721228404655, 2.313511121301793, 2.2995268453599462, 2.2802183121791506, 2.258041168561958, 2.2357059810045645, 2.2121659487158145, 2.190274815987868, 2.1720561317327443, 2.153086195433511, 2.138963751976464, 2.1261172850026)","(2.1617954878750307, 2.1778626270491497, 2.199123298193385, 2.216225349922807, 2.227345882574571, 2.2361765079048426, 2.237646373993473, 2.232208492745508, 2.2195567926860686, 2.204960721724414, 2.1919618128940446, 2.177389961934659, 2.161992712147169, 2.152062118206606, 2.14232368138341, 2.129573751186567, 2.1188948847090314, 2.1067129119950168, 2.095501906308609, 2.084714356312076, 2.078368459328375, 2.075533235590204, 2.074712279737552, 2.075186780427608, 2.079943869590801, 2.0868907466518394, 2.0966380252753853, 2.107806050731832, 2.1190395698756688, 2.1320845567581013, 2.150269852630175, 2.1713766876054854, 2.192505696682045, 2.2160652626411084, 2.2338036595507282, 2.2534313463157094, 2.2697147741239942, 2.2753123582765653, 2.275901222159022, 2.2683128026965704, 2.2560393438215414, 2.240484386584718, 2.222378048882146, 2.2038807164417875, 2.1829812132189015, 2.1624004996263313, 2.146233450824485, 2.129062613400271, 2.113646055424209, 2.0984178388887766)","(1.042747449454345, 1.0141596660530396, 1.007232861141472, 1.0072380956822724, 1.017491663763213, 1.0278402516991887, 1.0309018537357841, 1.0249351084828473, 1.0228088584915054, 1.0308453953805359, 1.0435060206563729, 1.0622482749971067, 1.0860664295024236, 1.098521848634557, 1.1061573948282444, 1.114870076067103, 1.1218075829564025, 1.1303229343424461, 1.1381393963199276, 1.1448589623844228, 1.1486522455711157, 1.1506957079839504, 1.1513363303476558, 1.1512001811413584, 1.1488352271242377, 1.1441685229195875, 1.1381221270313322, 1.1300324126291346, 1.122387858518443, 1.113307871488641, 1.0921085475063201, 1.0507500032707298, 1.0258336152356897, 1.0117891168935242, 1.0045673913465087, 1.0007545145660997, 1.0053320424922838, 1.0190416547406633, 1.0191520776846863, 1.0057382625833935, 0.9896002646037848, 0.985815894640949, 0.9919671430317218, 1.0071455179702011, 1.030708918174927, 1.0618435793002192, 1.093606635867614, 1.1189907237867462, 1.1337448398141468, 1.146400107821005)","(1.0062924346935629, 0.978955719672094, 0.970384108974021, 0.9672343590613971, 0.9756196186281157, 0.9831116730097017, 0.9854131770933212, 0.9768160207793632, 0.9767937831965665, 0.98584808635017, 0.999286020073105, 1.0171228355326742, 1.0406696361266268, 1.0493074293456388, 1.0562851874430204, 1.0653240531867307, 1.0730986609300819, 1.0820141885756347, 1.0900274563789731, 1.0975446905598008, 1.101977332882935, 1.103982530305102, 1.1047757121188615, 1.1048564103236782, 1.1026774812809612, 1.0982665903840645, 1.0923200244390432, 1.0852751757708614, 1.0782350675718606, 1.0698415955736107, 1.0530023977210043, 1.01034417469572, 0.9860996693212809, 0.9702089382053244, 0.9596643209733221, 0.9508638085484786, 0.9498047187663017, 0.9666729768128131, 0.9645903466954723, 0.9511660660015251, 0.940078981263238, 0.9384417492583197, 0.9444082448880475, 0.9568606362193209, 0.9781455054917481, 1.0075038277365875, 1.0412686194529388, 1.063376624493054, 1.076846282014136, 1.0886413947650253)","(2.483145386356262, 2.4803601456160944, 2.4724821558489434, 2.4391329642134836, 2.4029048697795785, 2.36851301314306, 2.362251418889369, 2.3626949462555618, 2.398559118607052, 2.4326749580520595, 2.446753988583628, 2.4631927824855726, 2.470561880270536, 2.443131207744863, 2.431697495723431, 2.4230878468096906, 2.411210205111098, 2.4022725366812385, 2.39484821066018, 2.3917267319919415, 2.3913313343631333, 2.3902896965666725, 2.3888689642513374, 2.3882922241402222, 2.3889223264764743, 2.387346088317517, 2.383344056245823, 2.3781603876293103, 2.3736876496105626, 2.3704973816788715, 2.3999486706200246, 2.4142253592991025, 2.4138456450247916, 2.4079545118218015, 2.3741293284864424, 2.341380564597886, 2.3080840745204805, 2.2871264454996525, 2.29768887144432, 2.325595624813709, 2.3530933573935306, 2.386591359146693, 2.4250386535595325, 2.455099551103431, 2.4793709571134435, 2.5006599507675307, 2.4979982414790345, 2.4707635394058562, 2.4400541490068677, 2.4217582736541168)","(2.1860098080467933, 2.149647979857465, 2.1490172423765634, 2.1036448570978803, 2.06375703439466, 2.024669752379062, 2.0238222868678037, 2.0286610543387242, 2.0664846338580456, 2.0984081376636867, 2.120656214097377, 2.160166726276659, 2.198622737241385, 2.198558560975324, 2.17144161235007, 2.1493048508721238, 2.1406858864783485, 2.1403592171165564, 2.1392759185199415, 2.1378942146674804, 2.137846193856444, 2.1382894775013503, 2.138630147009167, 2.1366506727945307, 2.1360464351919117, 2.137217707493984, 2.1484797972087075, 2.1557921055358342, 2.1514251331147642, 2.1463157252873906, 2.187709066548109, 2.2047439713497146, 2.204247296563222, 2.20609897448584, 2.16700219226624, 2.1347473989634143, 2.094994079904174, 2.0731502615826622, 2.078667801887633, 2.107626648719973, 2.1403300547104886, 2.1794151528814467, 2.221647733215385, 2.262992118033954, 2.3083142381321404, 2.3531943526788415, 2.3779391942362462, 2.3724677396784295, 2.337080054728708, 2.3264788382119006)","(1.521078496850672, 1.5040719260393725, 1.4781303071140626, 1.4774616264492864, 1.4796529471390558, 1.4770553338965764, 1.4802129979279295, 1.479135432140948, 1.4801085431529193, 1.4836295831889421, 1.5077918342542673, 1.527886925877804, 1.554467237272791, 1.5880390925522017, 1.6083907328211193, 1.6294509307866432, 1.6545573750957843, 1.6758276285631215, 1.6939246249842894, 1.706282148140497, 1.7060006550020632, 1.7058167459512603, 1.7046416328392477, 1.7033770293051476, 1.702795990086808, 1.6990189758866012, 1.6928488151559056, 1.682887386396383, 1.6708496585677564, 1.6553581409085687, 1.6045762161850297, 1.5531896870402913, 1.5206185026486536, 1.4924281839726024, 1.4922269749855661, 1.4905452053121917, 1.4920297996182024, 1.493349137630525, 1.4914045496672845, 1.4903093531267864, 1.4895978246071475, 1.486857407877139, 1.4844578537217954, 1.4902078950021864, 1.5001299120493667, 1.514462565575773, 1.5307014497783153, 1.5653311163913446, 1.6123802009059316, 1.6475734421516997)","(1.801762641076559, 1.80456745571893, 1.7629752566962344, 1.7686262516173825, 1.7735107203639031, 1.77861039594162, 1.7780353785042542, 1.7723105368398286, 1.7742485794035459, 1.7803589768751347, 1.793024338929986, 1.7929543921851365, 1.7963120919797428, 1.8022794136762494, 1.8340249347920414, 1.8603517948142891, 1.879005691937909, 1.888057796072517, 1.8969352788868308, 1.9061149528721206, 1.911016509184881, 1.9103450098868051, 1.9071317558247056, 1.909637738001218, 1.9125197517504193, 1.9111704828512717, 1.8982598755878797, 1.8904841466898405, 1.888169814427642, 1.8804970661756761, 1.8353998289066882, 1.797384175934561, 1.7610624057610207, 1.7205724781217184, 1.7215959688377147, 1.7139431764760489, 1.7162274134321847, 1.7190276928896515, 1.7188800040761398, 1.7196045358918417, 1.717459257114197, 1.7137331925726067, 1.7105728843840768, 1.7087805687737294, 1.7154428642149493, 1.7258753947683432, 1.7375644294235593, 1.7690561331651644, 1.8180347571442281, 1.8352636416877925)"
2,Push-up,"(2.2150720961528476, 2.1947740618761373, 2.174799118122277, 2.1636088596274217, 2.155301126035476, 2.145234020852136, 2.136918596701207, 2.1264279665234205, 2.116273245197141, 2.1093478441382967, 2.105330037587864, 2.102501648021945, 2.101838417255076, 2.10210676729362, 2.105137134548213, 2.11118726468015, 2.119681747881805, 2.1294236294607054, 2.1378060207896334, 2.1477578395404615, 2.163847431027719, 2.18479669283704, 2.21008880782571, 2.2383803839382344, 2.2613326969122887, 2.2862578113224705, 2.3069035449984985, 2.3181747699737736, 2.3217721228404655, 2.313511121301793, 2.2995268453599462, 2.2802183121791506, 2.258041168561958, 2.2357059810045645, 2.2121659487158145, 2.190274815987868, 2.1720561317327443, 2.153086195433511, 2.138963751976464, 2.1261172850026, 2.1135995925814095, 2.10323344081476, 2.0944930285536727, 2.0856165897189687, 2.078954761593903, 2.077115536131404, 2.079482552517882, 2.087131659373355, 2.095109178425954, 2.1049332952883244)","(2.1919618128940446, 2.177389961934659, 2.161992712147169, 2.152062118206606, 2.14232368138341, 2.129573751186567, 2.1188948847090314, 2.1067129119950168, 2.095501906308609, 2.084714356312076, 2.078368459328375, 2.075533235590204, 2.074712279737552, 2.075186780427608, 2.079943869590801, 2.0868907466518394, 2.0966380252753853, 2.107806050731832, 2.1190395698756688, 2.1320845567581013, 2.150269852630175, 2.1713766876054854, 2.192505696682045, 2.2160652626411084, 2.2338036595507282, 2.2534313463157094, 2.2697147741239942, 2.2753123582765653, 2.275901222159022, 2.2683128026965704, 2.2560393438215414, 2.240484386584718, 2.222378048882146, 2.2038807164417875, 2.1829812132189015, 2.1624004996263313, 2.146233450824485, 2.129062613400271, 2.113646055424209, 2.0984178388887766, 2.0837879645627093, 2.0708857399600515, 2.0605618516783855, 2.051733786133073, 2.0457681759142385, 2.045117302215067, 2.048317741017341, 2.0575131018466988, 2.0679105651329563, 2.0804064174968517)","(1.0435060206563729, 1.0622482749971067, 1.0860664295024236, 1.098521848634557, 1.1061573948282444, 1.114870076067103, 1.1218075829564025, 1.1303229343424461, 1.1381393963199276, 1.1448589623844228, 1.1486522455711157, 1.1506957079839504, 1.1513363303476558, 1.1512001811413584, 1.1488352271242377, 1.1441685229195875, 1.1381221270313322, 1.1300324126291346, 1.122387858518443, 1.113307871488641, 1.0921085475063201, 1.0507500032707298, 1.0258336152356897, 1.0117891168935242, 1.0045673913465087, 1.0007545145660997, 1.0053320424922838, 1.0190416547406633, 1.0191520776846863, 1.0057382625833935, 0.9896002646037848, 0.985815894640949, 0.9919671430317218, 1.0071455179702011, 1.030708918174927, 1.0618435793002192, 1.093606635867614, 1.1189907237867462, 1.1337448398141468, 1.146400107821005, 1.1570623241876377, 1.1662314891578685, 1.1737045326158038, 1.1806965210834006, 1.1857206033093226, 1.18680578720825, 1.185353383058764, 1.1791413647086995, 1.1722556041121501, 1.1632916856545759)","(0.999286020073105, 1.0171228355326742, 1.0406696361266268, 1.0493074293456388, 1.0562851874430204, 1.0653240531867307, 1.0730986609300819, 1.0820141885756347, 1.0900274563789731, 1.0975446905598008, 1.101977332882935, 1.103982530305102, 1.1047757121188615, 1.1048564103236782, 1.1026774812809612, 1.0982665903840645, 1.0923200244390432, 1.0852751757708614, 1.0782350675718606, 1.0698415955736107, 1.0530023977210043, 1.01034417469572, 0.9860996693212809, 0.9702089382053244, 0.9596643209733221, 0.9508638085484786, 0.9498047187663017, 0.9666729768128131, 0.9645903466954723, 0.9511660660015251, 0.940078981263238, 0.9384417492583197, 0.9444082448880475, 0.9568606362193209, 0.9781455054917481, 1.0075038277365875, 1.0412686194529388, 1.063376624493054, 1.076846282014136, 1.0886413947650253, 1.09891904083438, 1.107563799241263, 1.1140072668287908, 1.1195609043274832, 1.1231828370325003, 1.1236182891133415, 1.1221245256838974, 1.116003064574048, 1.1095023159696145, 1.1013199992483194)","(2.446753988583628, 2.4631927824855726, 2.470561880270536, 2.443131207744863, 2.431697495723431, 2.4230878468096906, 2.411210205111098, 2.4022725366812385, 2.39484821066018, 2.3917267319919415, 2.3913313343631333, 2.3902896965666725, 2.3888689642513374, 2.3882922241402222, 2.3889223264764743, 2.387346088317517, 2.383344056245823, 2.3781603876293103, 2.3736876496105626, 2.3704973816788715, 2.3999486706200246, 2.4142253592991025, 2.4138456450247916, 2.4079545118218015, 2.3741293284864424, 2.341380564597886, 2.3080840745204805, 2.2871264454996525, 2.29768887144432, 2.325595624813709, 2.3530933573935306, 2.386591359146693, 2.4250386535595325, 2.455099551103431, 2.4793709571134435, 2.5006599507675307, 2.4979982414790345, 2.4707635394058562, 2.4400541490068677, 2.4217582736541168, 2.3931497141874316, 2.368425084583105, 2.3479575088834492, 2.329124488450156, 2.3333027213065334, 2.332223884043985, 2.3320695053872877, 2.3319024371005908, 2.3459482040842223, 2.3563392195452932)","(2.120656214097377, 2.160166726276659, 2.198622737241385, 2.198558560975324, 2.17144161235007, 2.1493048508721238, 2.1406858864783485, 2.1403592171165564, 2.1392759185199415, 2.1378942146674804, 2.137846193856444, 2.1382894775013503, 2.138630147009167, 2.1366506727945307, 2.1360464351919117, 2.137217707493984, 2.1484797972087075, 2.1557921055358342, 2.1514251331147642, 2.1463157252873906, 2.187709066548109, 2.2047439713497146, 2.204247296563222, 2.20609897448584, 2.16700219226624, 2.1347473989634143, 2.094994079904174, 2.0731502615826622, 2.078667801887633, 2.107626648719973, 2.1403300547104886, 2.1794151528814467, 2.221647733215385, 2.262992118033954, 2.3083142381321404, 2.3531943526788415, 2.3779391942362462, 2.3724677396784295, 2.337080054728708, 2.3264788382119006, 2.284308006834931, 2.242056503330031, 2.209107364000806, 2.1667576425784225, 2.12186433165076, 2.1225540226324355, 2.1242830561075907, 2.170126457100349, 2.2183069654034098, 2.265565078406252)","(1.5077918342542673, 1.527886925877804, 1.554467237272791, 1.5880390925522017, 1.6083907328211193, 1.6294509307866432, 1.6545573750957843, 1.6758276285631215, 1.6939246249842894, 1.706282148140497, 1.7060006550020632, 1.7058167459512603, 1.7046416328392477, 1.7033770293051476, 1.702795990086808, 1.6990189758866012, 1.6928488151559056, 1.682887386396383, 1.6708496585677564, 1.6553581409085687, 1.6045762161850297, 1.5531896870402913, 1.5206185026486536, 1.4924281839726024, 1.4922269749855661, 1.4905452053121917, 1.4920297996182024, 1.493349137630525, 1.4914045496672845, 1.4903093531267864, 1.4895978246071475, 1.486857407877139, 1.4844578537217954, 1.4902078950021864, 1.5001299120493667, 1.514462565575773, 1.5307014497783153, 1.5653311163913446, 1.6123802009059316, 1.6475734421516997, 1.6905589514467605, 1.7261808569446355, 1.7550201918472923, 1.782601418602329, 1.7897000614156606, 1.7910322658528959, 1.7925078800233263, 1.78205924623996, 1.7568849647375884, 1.7336360298221625)","(1.793024338929986, 1.7929543921851365, 1.7963120919797428, 1.8022794136762494, 1.8340249347920414, 1.8603517948142891, 1.879005691937909, 1.888057796072517, 1.8969352788868308, 1.9061149528721206, 1.911016509184881, 1.9103450098868051, 1.9071317558247056, 1.909637738001218, 1.9125197517504193, 1.9111704828512717, 1.8982598755878797, 1.8904841466898405, 1.888169814427642, 1.8804970661756761, 1.8353998289066882, 1.797384175934561, 1.7610624057610207, 1.7205724781217184, 1.7215959688377147, 1.7139431764760489, 1.7162274134321847, 1.7190276928896515, 1.7188800040761398, 1.7196045358918417, 1.717459257114197, 1.7137331925726067, 1.7105728843840768, 1.7087805687737294, 1.7154428642149493, 1.7258753947683432, 1.7375644294235593, 1.7690561331651644, 1.8180347571442281, 1.8352636416877925, 1.882145070873298, 1.929136673643207, 1.9669336989603983, 2.012531890271774, 2.058782327531636, 2.05997667657638, 2.057231961238663, 2.008130923603649, 1.9622583790023513, 1.9162003627668045)"
